path,owner,status,reason
aquillm/apps/knowledge_graph/tests/test_projected_snapshot_parity.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projected_topology_adapter.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projected_topology_adapter_caps.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_audit_recovery.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_bulk_limits.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_bulk_postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_bundle_closure.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_chunk_references.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_control_lifecycle.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_database_routing.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_end_to_end.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_heartbeat_postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_identifiers.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_lifecycle.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_locking_postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_management_commands.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_memberships.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_migration.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_models.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_orm_purposes.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_outbox.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_postgres_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_prune_completion_postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_prune_purpose.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_pruning_control.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_reconcile_eligibility_postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_reconciler.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_reconciliation_control.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_records.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_runtime.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_serialization.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_serialization_ordering.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_source_purposes.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_state_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_tasks.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_terminal_recovery.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_topology_records.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_projection_worker_heartbeat.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_pruning.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_query_embedding.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_query_ontology.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_ready_materialization_batches.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_ready_scope.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_rebuild_transition_advance_postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_branch_local_failures.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_branch_scheduler.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_eval.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_eval_failures.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_eval_metrics.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_eval_security.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_expansion.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_overlay_permissions.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_ppr.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_scheduler_lifecycle.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_snapshot.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_retrieval_snapshot_planner.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_seed_lookup_postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_span_mapping.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_fixture_cleanup_graph.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_fixture_cleanup_hazards.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_fixture_cleanup_locks.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_fixture_commands.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_fixture_seed_contract.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_fixture_seed_safety.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_hybrid_live_authority.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_hybrid_live_evidence_publish.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_hybrid_live_observations.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_task21_hybrid_live_payloads.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_tasks.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_cap_isolation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_chunk_neighborhood.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_failure_mapping.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_gateway_client.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_gateway_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_gateway_integration.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_gateway_request_capacity.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_gateway_service.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_mention_source_budget.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_topology_request_cap_isolation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_vector_constraint_validation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/typecheck/projected_types_consumer.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/memory/models/episodic.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/apps/memory/tests/test_chat_memory_latency.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/adapters.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/api_views.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/app_version.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/apps.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/celery_schedules.py,root-review,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/aquillm/context_processors.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/crawl_status_consumers.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/crawler_tasks.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/ingestion/figure_extraction/__init__.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/figure_extraction/ebook.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/figure_extraction/office.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/figure_extraction/office_convert.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/figure_extraction/pdf.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/figure_extraction/pdf_geometry.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/figure_extraction/pdf_page_extractors.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/figure_extraction/spreadsheet.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/media.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/ingestion/parser_figures.py,documents,ported,Independent source feature or regression imported.
aquillm/aquillm/memory.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/observability.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/projection_database_settings.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/aquillm/settings.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/settings_logging.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/utils.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/zotero_client.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/zotero_oauth.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/aquillm/zotero_views.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/conversations/__init__.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/conversations/chunking.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/embeddings/__init__.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/embeddings/local.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/embeddings/multimodal.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/embeddings/tests/test_context_limit_handling.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/embeddings/utils.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/knowledge_graph/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/config.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/extractors/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/extractors/base.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/extractors/factory.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/extractors/gliner2_local.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/query_extractor/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/query_extractor/client.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/query_extractor/config.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/query_extractor/contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/query_extractor/ontology_payload.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/query_extractor/service.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/retrieval_config.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_factory.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_gliner2_local.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_query_extractor_client.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_query_extractor_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_query_extractor_service.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_query_ontology_payload.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_retrieval_config.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_retrieval_config_gateway.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_topology_gateway_config.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/tests/test_worker_runtime.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/topology_gateway_config.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/topology_gateway_limits.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/type_names.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/knowledge_graph/types.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/lib/llm/optimizations/lm_lingua2_adapter.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/providers/base.py,chat,mixed/adapted,Structured logging ported; production fresh message_uuid on cached tool-result reuse preserved.
aquillm/lib/llm/providers/complete_turn.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/providers/gemini.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/providers/rag_citations.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/providers/tool_budget.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/tests/test_direct_synthesis_grounding.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/tests/test_numeric_rag_citations.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/tests/test_rag_citations.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/tests/test_spin_tool_budget.py,chat,equivalent,Retained main UUID uniqueness regression removed in development.
aquillm/lib/llm/types/messages.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/types/tools.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/utils/context_packer.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/utils/images.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/llm/utils/prompt_budget.py,chat,ported,Development implementation/test imported; no graph dependency.
aquillm/lib/memory/config.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/memory/extraction/stable_facts.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/memory/mem0/client.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/memory/mem0/config_builder.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/memory/mem0/memgraph_compat.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/memory/mem0/operations.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/ocr/__init__.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/ocr/image_utils.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/ocr/tesseract.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/retrieval_redaction.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/lib/tools/search/tests/test_vector_search_pack.py,root-review,retained main / graph-only delta,Retained stronger main null-diagnostic regressions; source adds graph diagnostics tests.
aquillm/lib/tools/search/vector_search.py,root-review,retained main / graph-only delta,Source only strips graph diagnostic keys; retained main null-diagnostic hardening.
aquillm/tests/integration/compose_render_test_support.py,root-review,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/tests/integration/task21_compose_test_support.py,root-review,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/tests/integration/test_compose_multimodal_services.py,deployment,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
aquillm/tests/integration/test_compose_render_test_support.py,deployment,ported / adapted,Independent development behavior or documentation ported; main-specific reliability and deployment settings preserved.
